company_id,company_name,current_status,industry_category,country,sector,size,assessment_year,overall_score,impact_area_community,impact_area_customers,impact_area_environment,impact_area_governance,impact_area_workers,certification_cycle,year_first_certified,PC 1,PC 2,PC 3,Cluster
001C0000016YjsuIAC,Simply Straws,Certified,Business Products & Services,United States,Manufacturing,1-9,2018,100.5,49.1,0.0,26.8,11.5,13.0,1,2013,1.1018517990260992,0.4468166619845715,0.3649514792006923,0
001C0000016YjsuIAC,Simply Straws,Certified,Business Products & Services,United States,Manufacturing,Unknown,2015,81.2,30.2,0.0,39.5,11.5,0.0,2,2013,1.2711033549353654,1.799346828226028,1.4729251365798937,0
001C0000016YjsuIAC,Simply Straws,Certified,Business Products & Services,United States,Manufacturing,Unknown,2013,81.8,36.9,0.0,32.9,11.9,0.0,3,2013,0.9063459087547184,2.632605752614219,1.30703007352912,0
0013b00001o4HtdAAE,"The Human Beauty Movement, Pbc",Certified,Consumer Products & Services,United States,Wholesale/Retail,Unknown,2019,85.8,53.3,4.4,11.7,16.3,0.0,1,2020,2.189004479443322,0.4928772915968145,3.69646413093054,0
001C000000v8NDnIAM,Tiffinday Inc.,Certified,Consumer Products & Services,Canada,Wholesale/Retail,Unknown,2019,81.9,49.8,2.3,11.5,18.2,0.0,1,2014,2.0201640043546454,0.5075400583935805,3.394786698943117,0
001C000000v8NDnIAM,Tiffinday Inc.,Certified,Consumer Products & Services,Canada,Wholesale/Retail,Unknown,2016,86.2,61.7,0.0,13.6,10.9,0.0,2,2014,2.1285195239329537,1.7057746616638565,3.3648071584786097,0
001C000000v8NDnIAM,Tiffinday Inc.,Certified,Consumer Products & Services,Canada,Wholesale/Retail,Unknown,2013,80.1,52.1,0.0,11.8,16.0,0.0,3,2014,1.6690801392964376,2.4781951493594265,2.6250232578226314,0
001C000001K4bCiIAJ,Greenvines,Certified,Consumer Products & Services,Taiwan,Manufacturing,10-49,2017,117.6,29.6,0.0,54.1,11.0,22.9,1,2015,3.638505716136721,-0.2634810155583965,-1.0207411832807671,0
001C000001K4bCiIAJ,Greenvines,Certified,Consumer Products & Services,Taiwan,Manufacturing,10-49,2015,99.7,21.6,0.0,53.3,9.8,14.9,2,2015,3.5530686781256517,0.33741882919475846,-1.118423153589941,0
001C0000016ZQPQIA4,Dean'S Beans Organic Coffee Company,Certified,Consumer Products & Services,United States,Manufacturing,10-49,2018,99.0,46.8,0.0,25.0,7.5,19.6,1,2018,2.8261909221829136,-0.06947277030665451,0.044239978702266,0
001C0000010gkiTIAQ,Myplanet,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,50-249,2016,106.4,30.7,0.0,13.7,19.5,42.5,1,2012,-1.180120626116786,-0.7068317611345282,-1.5350909386399911,1
001C0000010gkiTIAQ,Myplanet,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,50-249,2014,84.4,21.9,0.0,13.2,14.4,34.8,2,2012,-1.1248889425198474,-0.1645089937649593,-1.5569099988962611,1
001C0000010gkiTIAQ,Myplanet,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,10-49,2012,92.6,15.1,13.8,10.7,12.8,40.1,3,2012,-1.8824666655556859,0.4508776048026583,-2.27270440740694,1
0013b00001p0jtsAAA,Envopap Ltd,Certified,Business Products & Services,United Kingdom,Wholesale/Retail,1-9,2019,90.9,16.7,0.5,35.5,16.5,21.6,1,2019,1.2362189904577132,-2.183638004488803,0.3877932637092916,0
001C0000017OuxBIAS,Carpe Diem Education,Certified,Education & Training Services,United States,Service With Minor Environmental Footprint,10-49,2017,107.4,35.9,27.6,5.4,9.5,29.0,1,2017,-1.5062600882819361,-0.7453254037173254,-0.22438460244394742,1
001C000001lNg1DIAS,4Ocean Pbc,Certified,Consumer Products & Services,United States,Wholesale/Retail,50-249,2020,80.9,15.9,3.9,28.8,14.0,18.1,1,2020,2.8586689599070803,-0.8074458925565059,0.1619963047617536,0
001C0000017Q60eIAC,Flipside Creative,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,Unknown,2017,91.4,46.6,27.8,5.2,11.8,0.0,1,2013,-1.6453390665427543,0.17466151628142626,3.107532957997888,1
001C0000017Q60eIAC,Flipside Creative,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,1-9,2016,94.4,36.5,6.2,9.5,13.9,28.4,2,2013,-1.4862424676106205,-0.32666439246818146,-0.3583952067618433,1
001C0000017Q60eIAC,Flipside Creative,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,1-9,2013,82.7,33.5,11.8,5.9,11.0,20.4,3,2013,-1.7731397043702555,0.6001531164495095,-0.33143946636737426,1
001C0000018Q3vIIAS,"Organic Bliss, Inc.",Certified,Consumer Products & Services,United States,Manufacturing,1-9,2016,93.7,42.2,0.0,30.5,7.2,13.8,1,2017,2.7145836006072717,0.5636248843460863,0.393512435699735,0
001C0000018wJviIAE,Lafes,Certified,Consumer Products & Services,United States,Wholesale/Retail,1-9,2018,81.3,22.3,0.0,26.1,15.9,16.7,1,2014,2.237022662085823,0.384258433063378,0.2500875584320721,0
001C0000018wJviIAE,Lafes,Certified,Consumer Products & Services,United States,Wholesale/Retail,1-9,2016,97.2,29.1,0.0,39.9,11.0,17.2,2,2014,2.4970594171031144,1.5822732064964398,-0.07391144412801226,0
001C0000018wJviIAE,Lafes,Certified,Consumer Products & Services,United States,Wholesale/Retail,1-9,2014,114.9,26.2,0.0,52.5,15.7,20.4,3,2014,2.3698189782935466,2.6225425828661737,-0.9713165352843686,0
001C0000018vdvyIAA,Elephants Delicatessen,Certified,Consumer Products & Services,United States,Service With Significant Environmental Footprint,250-999,2017,95.5,32.0,0.0,26.5,16.7,20.3,1,2015,2.3925655212801153,0.16263586131833765,-0.9625685260771643,0
001C0000018vdvyIAA,Elephants Delicatessen,Certified,Consumer Products & Services,United States,Service With Significant Environmental Footprint,250-999,2015,80.3,26.8,0.0,26.0,7.2,20.3,2,2015,2.5165367002896097,0.7182434918572526,-1.1636442322403822,0
0018000000QK8XpAAL,"New Belgium Brewing Co, Inc.",Certified,Consumer Products & Services,United States,Manufacturing,250-999,2017,136.5,20.2,0.0,47.6,10.7,58.0,1,2013,2.910778001893869,0.5473632192534358,-2.924918389378876,0
0018000000QK8XpAAL,"New Belgium Brewing Co, Inc.",Certified,Consumer Products & Services,United States,Manufacturing,250-999,2015,141.9,21.2,0.0,54.7,10.3,55.7,2,2013,2.9006757495067,1.5255885126125208,-3.2589153520512797,0
0018000000QK8XpAAL,"New Belgium Brewing Co, Inc.",Certified,Consumer Products & Services,United States,Manufacturing,250-999,2012,119.9,17.9,0.0,53.9,14.6,33.5,3,2013,2.7284563312970036,2.5310057974947413,-2.7921210915636965,0
001C000001a1hNEIAY,Earthhero,Certified,Retail,United States,Wholesale/Retail,1-9,2017,83.7,26.1,2.9,23.4,11.8,19.3,1,2019,1.987886123980856,0.09289907855916567,0.826485854395011,0
001C0000018wxl8IAA,City Of Roses Disposal & Recycling Inc | Cor,Certified,Business Products & Services,United States,Manufacturing,10-49,2018,98.0,29.8,0.0,38.6,13.4,16.0,1,2014,1.4898609365087916,-0.014805574886548099,-0.7163464900135799,0
001C0000018wxl8IAA,City Of Roses Disposal & Recycling Inc | Cor,Certified,Business Products & Services,United States,Manufacturing,10-49,2016,89.6,38.7,0.0,20.5,13.8,16.5,2,2014,0.8698636265072616,0.6265643601767064,-0.7012562097748066,0
001C0000018wxl8IAA,City Of Roses Disposal & Recycling Inc | Cor,Certified,Business Products & Services,United States,Manufacturing,10-49,2013,99.4,58.6,0.0,13.9,11.8,15.0,3,2014,0.5515309404790736,1.9439248239337392,-0.531658962625292,0
001C0000019unO4IAI,Armonia Llc,Certified,Financial Services,United States,Service With Minor Environmental Footprint,1-9,2019,93.8,21.4,26.6,4.6,15.7,25.4,1,2014,-2.0164456518887923,-0.7086082391556993,-0.5189817769657962,1
001C0000019unO4IAI,Armonia Llc,Certified,Financial Services,United States,Service With Minor Environmental Footprint,1-9,2016,99.6,23.3,32.5,7.4,11.3,25.1,2,2014,-2.20560773572693,0.4336365820096763,-0.8171774374854155,1
001C0000019unO4IAI,Armonia Llc,Certified,Financial Services,United States,Service With Minor Environmental Footprint,1-9,2014,103.0,22.8,34.8,6.8,9.6,28.9,3,2014,-2.464768296780906,1.2201800869701487,-1.330662998629002,1
001C0000019rqN2IAI,Nossa Familia Coffee,Certified,Consumer Products & Services,United States,Manufacturing,10-49,2018,91.3,34.8,0.0,19.8,14.6,21.9,1,2016,2.378864764719666,-0.12529503517846818,-0.5364697733380163,0
001C0000019rqN2IAI,Nossa Familia Coffee,Certified,Consumer Products & Services,United States,Manufacturing,10-49,2016,88.6,35.4,0.0,20.4,11.4,21.4,2,2016,2.3079214224568307,0.6665110895906188,-0.7939362922015242,0
0013b00001p0jDdAAI,"California Valley Land Co., Inc.",Certified,Agriculture,United States,Agriculture/Growers,50-249,2020,81.8,12.5,0.2,31.2,14.5,23.2,1,2020,3.0170599812054304,-1.7010933706720124,-0.9198449573426412,0
001C000001lPMu9IAG,Paradigm Norton Financial Planning Ltd,Certified,Financial Services,United Kingdom,Service With Minor Environmental Footprint,50-249,2019,85.7,11.8,23.9,5.3,8.9,35.6,1,2019,-1.3077253142801022,-3.0286922736755675,-0.782099935445011,1
001C000001AfjvgIAB,Lucky Iron Fish Enterprise,Certified,Health & Human Services,Canada,Wholesale/Retail,1-9,2018,118.5,56.2,17.9,5.2,15.4,23.6,1,2014,0.33424072448854125,-0.13193012106372345,0.8474840704621137,0
001C000001AfjvgIAB,Lucky Iron Fish Enterprise,Certified,Health & Human Services,Canada,Wholesale/Retail,1-9,2016,153.7,60.8,43.3,10.1,15.7,23.8,2,2014,-0.4626392654251538,1.3227939548984569,0.4781633607207404,1
001C000001AfjvgIAB,Lucky Iron Fish Enterprise,Certified,Health & Human Services,Canada,Wholesale/Retail,1-9,2014,115.3,20.0,59.7,10.0,12.1,13.5,3,2014,-0.8423326099686357,1.3935313222982186,-0.07828779596509303,1
001C000001bTyYtIAK,Relish New Brand Experience Inc.,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,10-49,2017,83.0,31.4,10.1,4.8,12.6,24.1,1,2017,-1.1197425559826915,-1.7613741753045535,-0.006727449239236216,1
001C000001R0VNSIA3,Aero Sustentable,Certified,Consumer Products & Services,Argentina,Service With Minor Environmental Footprint,Unknown,2017,81.2,47.4,0.0,26.4,7.4,0.0,1,2016,1.526283942692634,0.05395953860065913,3.6096532340439196,0
001C000001R0VNSIA3,Aero Sustentable,Certified,Consumer Products & Services,Argentina,Service With Minor Environmental Footprint,Unknown,2015,81.9,46.1,0.3,27.2,8.3,0.0,2,2016,1.3025994876403089,0.8559990834075633,3.171997627675344,0
0013b00001qHw61AAC,Be Your Essence S.R.L. - Sb,Certified,Unknown,Italy,Service With Minor Environmental Footprint,1-9,2020,92.2,26.3,10.9,9.0,20.4,25.4,1,2020,-0.6027599222589449,-3.8673180829025764,0.45509098223155076,1
001C000001afMuTIAU,"Apostrophe, Inc.",Certified,Health & Human Services,United States,Service With Minor Environmental Footprint,1-9,2017,80.6,31.1,12.5,4.5,13.1,19.4,1,2017,-0.9863261220666908,-0.947147903798331,0.30284648208370235,1
001C000000r657HIAQ,"Microvest Capital Management, Llc",Certified,Financial Services,United States,Service With Minor Environmental Footprint,10-49,2020,103.2,21.2,32.2,4.7,18.0,26.3,1,2020,-1.8247853322509477,-1.6998874020350774,-0.6430961261665081,1
001C0000016p69RIAQ,Pivot Energy,Certified,Energy & Environmental Services,United States,Service With Significant Environmental Footprint,10-49,2019,87.5,14.9,1.2,33.3,13.9,23.9,1,2013,1.8700775060551524,-0.5227993722112573,-2.4530753056366836,0
001C0000016p69RIAQ,Pivot Energy,Certified,Energy & Environmental Services,United States,Service With Significant Environmental Footprint,10-49,2014,105.7,25.6,0.0,40.6,16.4,23.1,2,2013,1.6380719760301714,1.2532290647448856,-2.934878369957765,0
001C0000016p69RIAQ,Pivot Energy,Certified,Energy & Environmental Services,United States,Service With Significant Environmental Footprint,10-49,2013,109.4,22.3,0.0,42.7,13.9,30.3,3,2013,1.5372643404372721,1.78605087603053,-3.6238758926611436,0
0018000000OO2joAAD,Icestone,Certified,Consumer Products & Services,United States,Manufacturing,10-49,2017,86.1,11.9,0.0,47.0,12.0,15.2,1,2007,2.796019451108942,1.2874646491751043,-1.5188287425849358,0
001C000001VNMkXIAX,Bluerock,Certified,Business Products & Services,Australia,Service With Minor Environmental Footprint,50-249,2017,81.3,25.7,1.3,9.3,10.9,34.1,1,2017,-0.7682755574055583,-2.10253763333269,-0.14200451757166843,1
001C000001cCLb9IAG,Springload,Certified,Business Products & Services,New Zealand,Service With Minor Environmental Footprint,50-249,2019,84.5,22.7,8.8,11.3,8.6,32.9,1,2019,-0.42925743311011594,-2.94137397881621,-0.1326108907199462,1
001C0000019ubRMIAY,The Black Sheep Agency,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,10-49,2018,81.8,21.3,15.3,4.7,13.9,26.4,1,2016,-1.3648242717748726,-1.258102792729425,-0.49272374231118676,1
001C0000019ubRMIAY,The Black Sheep Agency,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,1-9,2016,88.5,23.2,23.2,5.7,6.9,29.5,2,2016,-1.730804251400683,-0.23180661368727692,-0.39717487733516493,1
001C000001iBhFjIAK,Full Stop Accounts,Certified,Business Products & Services,United Kingdom,Service With Minor Environmental Footprint,1-9,2019,83.1,16.0,3.6,14.9,16.9,31.4,1,2021,-0.9520477952650219,-3.4279316147817287,-0.009027995252109006,1
001C000001gjJJAIA2,Nextopp Search,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,Unknown,2018,82.4,44.5,9.7,13.5,14.5,0.0,1,2019,-0.868834384165851,-0.2834869624606425,3.1126551851347974,1
001C000001bUShHIAW,Memobottle Pty Ltd,Certified,Retail,Australia,Wholesale/Retail,1-9,2017,89.1,19.7,0.0,39.3,9.0,21.1,1,2017,2.4045648983325165,-0.510790790639783,0.9511165280711955,0
001C000001VbLD1IAN,Mackey Advisors,Certified,Business Products & Services,United States,Service With Significant Environmental Footprint,1-9,2017,81.8,26.2,3.0,12.4,10.0,30.2,1,2017,0.36432332904435616,-0.9438373934849827,-0.8317716871959331,1
001C000001iwx4TIAQ,Society,Certified,Business Products & Services,United Kingdom,Service With Minor Environmental Footprint,10-49,2018,86.9,30.4,6.4,4.4,17.4,28.2,1,2019,-1.1774183990911153,-2.8893368666011296,-0.011293015398544505,1
001C000001iyH3TIAU,Fody Foods,Certified,Consumer Products & Services,Canada,Wholesale/Retail,1-9,2019,80.6,15.2,3.1,23.2,6.5,32.4,1,2020,2.5554537138861333,-1.659624844755792,0.20005188335841242,0
001C000001lPqKHIA0,Campion Capital,Certified,Financial Services,United Kingdom,Service With Minor Environmental Footprint,10-49,2019,80.6,15.3,3.6,7.7,17.0,36.7,1,2021,-1.070117570921485,-3.594250963983519,-0.9583299014178506,1
0013b00001p2kttAAA,Kolibri,Certified,Business Products & Services,Argentina,Service With Minor Environmental Footprint,1-9,2019,137.6,31.7,32.5,18.4,18.1,36.7,1,2020,-1.3844169696285773,-1.8104876997425534,0.2009624457887469,1
001C000001F8BfEIAV,Kent Employment Law,Certified,Legal Services,Canada,Service With Minor Environmental Footprint,1-9,2017,101.6,24.2,14.6,12.3,13.6,36.9,1,2015,-1.3520692822639386,-1.031972138452202,-0.8036672339850573,1
001C000001F8BfEIAV,Kent Employment Law,Certified,Legal Services,Canada,Service With Minor Environmental Footprint,1-9,2015,83.4,23.5,16.0,12.1,12.0,19.8,2,2015,-1.3542380659196753,-0.19269715741840704,-0.31626877666055436,1
001C000001afU75IAE,Echo&Co,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,10-49,2018,83.9,14.7,23.5,3.7,17.0,24.8,1,2019,-1.5915729737625621,-1.6702038593595763,-0.4481605836213798,1
001C000001bVojLIAS,Green4Good - Compugen Finance,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,10-49,2017,91.7,21.2,0.0,36.0,11.0,23.5,1,2017,-0.10068398380178457,-1.5455959559107977,-0.5698691339613018,1
001C000001Ag6N2IAJ,Waste Farmers,Certified,Agriculture,United States,Manufacturing,10-49,2016,85.7,17.5,0.0,43.6,11.8,12.8,1,2014,2.912959119671208,0.15810811840462435,-1.1854360518219758,0
001C000001Ag6N2IAJ,Waste Farmers,Certified,Agriculture,United States,Manufacturing,1-9,2014,94.1,23.1,0.0,48.6,5.6,16.9,2,2014,2.804874258045927,1.2308136714178939,-1.1478463270711232,0
0013b00001ooZ4GAAU,Civitech,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,10-49,2019,130.8,39.6,33.4,4.3,18.8,34.5,1,2020,-1.952930776028572,-1.2061140886658615,-0.3816519176882726,1
001C000001BVQtFIAX,M Creative,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,1-9,2017,84.1,26.5,24.6,3.1,7.1,22.8,1,2015,-1.6387494169440853,-0.6395496648277929,0.2834590374154297,1
001C000001BVQtFIAX,M Creative,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,1-9,2015,81.8,26.7,14.0,6.7,7.3,27.2,2,2015,-1.5311679525602553,0.047984017175067686,-0.359625020513561,1
001C000001CH8v6IAD,1908 Brands,Certified,Consumer Products & Services,United States,Wholesale/Retail,10-49,2019,80.1,19.1,2.6,30.9,10.1,17.3,1,2014,2.7000110565762756,0.08457127973379752,-0.0831992566821337,0
001C000001CH8v6IAD,1908 Brands,Certified,Consumer Products & Services,United States,Wholesale/Retail,10-49,2016,92.8,25.7,0.0,32.9,11.2,23.0,2,2014,2.46151831317031,1.2231620460372785,-0.72705543994805,0
001C000001CH8v6IAD,1908 Brands,Certified,Consumer Products & Services,United States,Wholesale/Retail,1-9,2014,111.0,31.5,1.1,42.2,9.3,27.0,3,2014,2.2670031292121346,2.4592936434989734,-0.8624328368244,0
001C0000016Xzf8IAC,Riverside Natural Foods Ltd.,Certified,Consumer Products & Services,Canada,Manufacturing,50-249,2017,81.1,22.3,5.8,22.7,11.0,19.3,1,2017,2.6199055634170354,-0.7913110670851814,-0.4088927559152387,0
0018000000OO2joAAD,Icestone,Certified,Consumer Products & Services,United States,Manufacturing,10-49,2015,81.8,7.8,0.0,45.2,11.5,17.4,2,2007,2.5518727950649858,1.936930829795744,-2.0404713530824923,0
001C0000017yShTIAU,Scp,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,1-9,2019,82.9,16.4,23.2,6.8,13.4,22.9,1,2016,-1.6121952226875191,-1.2644185535197114,0.02747119365348628,1
001C0000017yShTIAU,Scp,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,1-9,2016,89.4,26.2,17.1,7.4,8.5,30.2,2,2016,-1.5951480327931713,-0.21124249501142675,-0.44347076704957317,1
001C000001kB69BIAS,Public Sector Network,Certified,Education & Training Services,Australia,Service With Minor Environmental Footprint,10-49,2018,82.1,30.4,2.6,8.0,9.3,31.6,1,2020,-0.6671211909525969,-2.8219338494157737,0.3232185850741078,1
0018000000SsRvdAAF,Fair Trade Jewellery Co.,Certified,Consumer Products & Services,Canada,Manufacturing,1-9,2018,106.8,44.6,0.0,22.1,11.8,28.3,1,2013,2.2136812324743103,-0.06856409617213437,-0.2280171875173174,0
0018000000SsRvdAAF,Fair Trade Jewellery Co.,Certified,Consumer Products & Services,Canada,Manufacturing,1-9,2016,100.8,40.1,0.0,28.1,12.4,20.1,2,2013,2.212129912784254,0.7823719853243093,-0.3951566305330247,0
0018000000SsRvdAAF,Fair Trade Jewellery Co.,Certified,Consumer Products & Services,Canada,Manufacturing,1-9,2012,97.4,30.0,0.0,28.5,11.4,27.4,3,2013,1.8915405828455283,1.6781711423706454,-1.4157476076881867,0
001C000001IDDxyIAH,Little Genius International Spa Sb,Certified,Education & Training Services,Italy,Service With Minor Environmental Footprint,10-49,2020,147.7,50.9,32.8,14.2,20.3,29.3,1,2014,-1.5091246322889755,-1.2974805777346285,-0.28321443990926104,1
001C000001IDDxyIAH,Little Genius International Spa Sb,Certified,Education & Training Services,Italy,Service With Minor Environmental Footprint,10-49,2016,147.6,61.4,28.9,12.0,18.5,26.8,2,2014,-1.6601462959847968,0.0012526909402891355,-0.3728802033488327,1
001C000001IDDxyIAH,Little Genius International Spa Sb,Certified,Education & Training Services,Italy,Service With Minor Environmental Footprint,10-49,2014,113.7,30.7,29.1,13.5,11.9,28.5,3,2014,-1.6000076383006638,0.003860020257689896,-1.2571344992914093,1
001C000001ChJvEIAV,Dunsky Energy Consulting,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,10-49,2019,108.0,24.0,2.4,33.9,13.8,33.7,1,2014,-0.4359119090490743,-1.4345694566465284,-1.1073432350639103,1
001C000001ChJvEIAV,Dunsky Energy Consulting,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,10-49,2016,101.7,20.8,0.0,35.5,11.0,34.4,2,2014,-0.4897507159555435,-0.5716556233611803,-1.5813618596144579,1
001C000001ChJvEIAV,Dunsky Energy Consulting,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,10-49,2014,94.5,22.6,0.0,38.8,5.2,27.7,3,2014,-0.3466274958195797,0.3010757374233079,-1.481832888135644,1
001C000001D3OcVIAV,Wicked Ideas,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,Unknown,2019,83.0,36.8,30.9,2.9,12.2,0.0,1,2014,-1.6624654508879975,-0.5583973841183067,3.113863313425656,1
001C000001D3OcVIAV,Wicked Ideas,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,Unknown,2016,82.8,31.3,35.4,4.2,11.9,0.0,2,2014,-1.9875819078083587,0.3909234742969967,2.5643735508934022,1
001C000001D3OcVIAV,Wicked Ideas,Certified,Business Products & Services,Canada,Service With Minor Environmental Footprint,Unknown,2014,82.5,22.4,41.7,8.7,9.6,0.0,3,2014,-2.175831180997683,1.152191594207618,2.0191588414079873,1
001C000001h3U6YIAU,Luxelare,Certified,Agriculture,Mexico,Service With Minor Environmental Footprint,10-49,2018,81.5,18.8,0.0,22.2,11.3,29.0,1,2018,0.9279569505948218,-2.3760724603885177,-0.8889729435485758,0
001C000001a0gnbIAA,Synergie,Certified,Business Products & Services,Netherlands,Service With Minor Environmental Footprint,1-9,2019,101.7,29.3,22.0,11.0,15.4,23.7,1,2020,-1.3702400910747337,-2.3787540554781565,0.6752331872235905,1
001C0000019N3M9IAK,Social Impact Architects,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,Unknown,2018,110.9,33.0,44.5,13.7,19.6,0.0,1,2014,-2.145918072533132,0.7768671185531645,2.47430885427385,1
001C0000019N3M9IAK,Social Impact Architects,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,1-9,2016,143.3,39.5,37.3,13.3,24.5,28.7,2,2014,-2.6360887034365126,1.0465842035532873,-0.7564449706793421,1
001C0000019N3M9IAK,Social Impact Architects,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,1-9,2014,128.4,36.4,39.1,10.0,16.2,26.5,3,2014,-2.642219505011789,1.6487636571153623,-0.8055550513061619,1
001C000001DxqKXIAZ,Domoto Brands,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,1-9,2017,81.1,29.9,6.2,10.0,14.2,20.8,1,2016,-1.1878894939195035,-0.7771031137102653,0.20057094252534596,1
001C000001DxqKXIAZ,Domoto Brands,Certified,Business Products & Services,United States,Service With Minor Environmental Footprint,1-9,2016,82.4,23.8,8.4,10.5,15.1,24.6,2,2016,-1.4620972348360268,-0.26218748261978625,-0.4496137486780099,1
001C000001DxyBLIAZ,Carbon Credit Capital Llc,Certified,Energy & Environmental Services,United States,Service With Minor Environmental Footprint,1-9,2017,81.0,29.0,0.0,14.2,13.2,24.6,1,2015,-0.0398018596866488,-0.5481131289074181,-0.8893526232056178,1
001C000001DxyBLIAZ,Carbon Credit Capital Llc,Certified,Energy & Environmental Services,United States,Service With Minor Environmental Footprint,1-9,2015,81.1,21.1,0.0,26.7,13.4,19.9,2,2015,0.0785775802434783,0.3393958866566075,-1.371314307890853,1
001C000001iCCJUIA4,Fluid Branding,Certified,Business Products & Services,United Kingdom,Service With Minor Environmental Footprint,50-249,2018,82.4,21.4,0.0,12.5,16.2,32.1,1,2019,-0.6912777562953538,-2.9050574397822158,-0.42058023927741556,1
001C000001DyAsIIAV,Harvest Market,Certified,Retail,United States,Wholesale/Retail,50-249,2017,97.3,38.3,0.0,20.4,14.4,24.2,1,2015,2.02739372379161,0.8950025359427968,0.20701470747697273,0
001C000001DyAsIIAV,Harvest Market,Certified,Retail,United States,Wholesale/Retail,50-249,2015,85.9,35.5,0.0,19.8,6.8,23.9,2,2015,2.0845819180434955,1.528713153147372,0.014958256956390992,0
001C000001R2crRIAR,Genashtim Innovative Learning Pte Ltd,Certified,Education & Training Services,Singapore,Service With Minor Environmental Footprint,10-49,2017,109.1,59.6,12.5,3.9,11.8,21.0,1,2015,-1.1907719613374712,-1.324015222436171,0.8454558268945594,1
001C000001R2crRIAR,Genashtim Innovative Learning Pte Ltd,Certified,Education & Training Services,Singapore,Service With Minor Environmental Footprint,1-9,2015,119.3,68.9,17.0,1.6,9.1,22.6,2,2015,-1.6764226092708245,-0.1903524317965419,1.0807125431824296,1
001C000001Q2xxiIAB,Unreasonable Group,Certified,Education & Training Services,United States,Service With Minor Environmental Footprint,10-49,2017,115.7,14.3,49.9,4.4,15.3,31.8,1,2015,-2.4170350807179792,-0.5827524085299622,-1.0322769340795892,1
001C000001Q2xxiIAB,Unreasonable Group,Certified,Education & Training Services,United States,Service With Minor Environmental Footprint,1-9,2015,100.5,18.6,44.4,9.0,8.2,20.2,2,2015,-2.183409283955731,0.3960189445911003,-0.22972466275721043,1
001C000001CdXe9IAF,Impact Hub Srl (Impact Hub Milano),Certified,Business Products & Services,Italy,Service With Minor Environmental Footprint,1-9,2020,80.7,20.4,7.0,5.7,18.9,28.4,1,2016,-1.1009563679528187,-2.7828952437806387,-0.1622994703057279,1
001C000001CdXe9IAF,Impact Hub Srl (Impact Hub Milano),Certified,Business Products & Services,Italy,Service With Minor Environmental Footprint,1-9,2016,80.3,21.7,15.5,10.8,12.5,19.8,2,2016,-1.193769045910199,-1.3779662002760278,-0.10384251960740914,1
001C0000010ebI4IAI,Fishpeople,Certified,Consumer Products & Services,United States,Wholesale/Retail,10-49,2017,80.5,24.6,0.0,21.2,16.9,17.8,1,2013,2.188029360474775,0.5497512747549741,-0.23109040790899776,0
001C0000010ebI4IAI,Fishpeople,Certified,Consumer Products & Services,United States,Wholesale/Retail,10-49,2014,89.1,37.8,0.0,21.5,12.4,17.5,2,2013,2.0993322109701555,1.8143347928065596,-0.2747618012463075,0
001C0000010ebI4IAI,Fishpeople,Certified,Consumer Products & Services,United States,Wholesale/Retail,1-9,2012,96.3,44.0,0.0,23.3,11.0,17.8,3,2013,1.7921513876203428,2.905778273822293,-0.13373133176848748,0
001C0000014NlUIIA0,Hitnet,Certified,Health & Human Services,Australia,Service With Minor Environmental Footprint,1-9,2017,110.0,28.9,45.2,8.9,14.1,12.9,1,2013,-1.8961953031070689,-0.7327189825710582,0.8597334964612587,1
001C0000014NlUIIA0,Hitnet,Certified,Health & Human Services,Australia,Service With Minor Environmental Footprint,Unknown,2014,107.7,27.8,66.4,3.8,9.7,0.0,2,2013,-2.5453194039945113,0.9979384010708062,2.6834029741223797,1
001C0000014NlUIIA0,Hitnet,Certified,Health & Human Services,Australia,Service With Minor Environmental Footprint,Unknown,2013,93.4,18.6,56.5,1.7,16.4,0.0,3,2013,-2.710248439474943,1.2542077429601888,2.0276557354891085,1
